date,source,title
8/9/23,unknown,Ukraine urges evacuations as Russia claims gains
8/10/23,cbs-news,Evacuations underway in parts of Ukraine under assault from Russian missile attacks
8/12/23,unknown,"Russian shelling kills seven, including a baby, in Ukraine's Kherson region - Reuters"
8/14/23,unknown,Russia unleashes country-wide missile barrage on Ukraine as Putin addresses security conference
8/15/23,unknown,Ukraine Recaptures Key Village as Brutal Counteroffensive Drags On
8/17/23,unknown,Female spy ring working for Russia busted in Ukraine
8/18/23,unknown,"Seven killed, 129 wounded in Russian missile strike on Ukraine's Chernihiv"
8/20/23,unknown,"Greece offers F-16 training, reconstruction help as Zelenskyy visits"
8/22/23,unknown,Ukrainian hackers take over Russian rail company
8/23/23,unknown,Ukrainian Database Exposes the Art Collections of Russian Oligarchs
8/25/23,unknown,Famous Ukrainian Pilot ‘Juice’ Dies In Mid-Air Collision
8/26/23,the-jerusalem-post,"Faith in battle: 52,000 holiday kits for Ukraine's Jews amid war"
8/28/23,nbc-news,Vivek Ramaswamy defends positions on Ukraine and Taiwan
8/29/23,unknown,"Dozens of Russian and Ukrainian drones in the Donetsk region are flying criss-crossing flight paths and causing congestion, report claims"
8/31/23,unknown,"Ukraine says improving long distance weapon capacity increases part of Russia within ""finding out range"" [Followup]"
9/2/23,cbs-news,Zelenskyy announces new Ukrainian defense minister
9/3/23,unknown,Russia: No New Grain Deal Until West Meets Demands
9/5/23,unknown,A new Kharkiv School of Architecture student project delivers valuable design solutions for rebuilding schools in Ukraine
9/6/23,unknown,"UK To Urge PM Modi To ""Call Out"" Russia Over Ukraine Crisis: Report"
9/8/23,unknown,Press release: UK donation of hydrographic equipment keeps Ukrainian waters safe
9/10/23,rt,Ukraine in NATO different to Finland and Sweden – Kremlin
9/11/23,usa-today,Christie lashes out at Trump after Putin says his indictments show 'rottenness' in the US
9/13/23,unknown,Zelenskyy is expected to visit Capitol Hill as Congress is debating $21 billion in aid for Ukraine
9/14/23,al-jazeera-english,"Hungary, Poland, Slovakia to continue own bans on Ukraine grains"
9/16/23,newsweek,Ukrainian Soldiers Embrace Flag in Recaptured Town Near Bakhmut
9/18/23,unknown,"Iran President Accuses US Of ""Fanning Flames Of Violence"" In Ukraine"
9/19/23,unknown,The Ukrainians Are Using Their MRAP Armored Trucks in Direct Assaults On Russian Positions
9/21/23,cbc-news,Key moments from Zelenskyy's speech to Parliament
9/22/23,abc-news-au,"Sergei Lavrov dismisses Ukraine's peace plan and rails against the West, as another missile attack hits Crimea"
9/24/23,unknown,The First M-1 Tanks Are In Ukraine. Expect A Lot More Soon.
9/25/23,fox-news,"Senate leaders reach short-term budget deal with $6B in Ukraine aid, setting up showdown House"
9/27/23,unknown,Shutdown-ready Republicans shouldn’t buy into Vivek Ramaswamy’s insane Ukraine plan
9/29/23,unknown,U.K. To Offer Military Training Inside Ukraine
9/30/23,unknown,"Royal Family website crashes for 90 minutes, Russian hacker group KillNet takes credit"
10/2/23,unknown,"Amid House Chaos, Pence Urges Republicans To Continue Ukraine Aid"
10/3/23,cbs-news,"Biden to deliver ""major speech"" on Ukraine funding"
10/5/23,unknown,Ukraine Suddenly Discovers Money to Manufacture Its Own Weapons as U.S. Funding Dries Up
10/7/23,unknown,Putin Says Russia Did Not Start the War in Ukraine
10/8/23,unknown,Zelensky Asks If This Is A Bad Time To Maybe Get A Couple More Billion
10/10/23,business-insider,Russian failures in Ukraine are forcing Moscow to give up on one of the biggest Putin-era military reforms
10/11/23,fox-news,IOC hits Russian Olympic Committee with indefinite suspension after absorbing Ukrainian sports councils
10/13/23,rt,Ukraine is at ‘dead end’ – former Zelensky aide
10/14/23,unknown,Ukrainian Soldiers Learn First Aid Near Front Line
10/16/23,unknown,Putin meets with Hungary's prime minister in rare in-person talks with an EU leader
10/18/23,unknown,Ukrainians brace for new Russian assault on Avdiivka
10/19/23,unknown,Details of Biden's $105 Billion Funding Request for Israel and Ukraine - The New York Times
10/21/23,unknown,"Donald Trump Allegedly Shared State Secrets About Iraq and Ukraine With Australian Billionaire Anthony Pratt, Leaked Recordings Reveal"
10/22/23,unknown,THE UKRAINE SUPPLY LINE WAR: Logistics Rules the Battlefield The four-month-old Ukrainian offensi
10/24/23,unknown,"Russia disregards losses, presses on in Ukraine's Avdiivka"
10/26/23,fox-news,More than 50 countries to attend Ukraine peace talks in Malta: 'Critical moment'
10/27/23,unknown,"Desperate for air defense, Ukraine pushes US for ‘Franken’ weapons"
10/29/23,unknown,"After watching Russia's and Ukraine's electronic warriors battle it out, the US military wants to 'dial up' up its own 'jamming power'"
10/30/23,cbs-news,"Blinken, Austin urge Congress to pass funding to support both Israel and Ukraine"
11/1/23,unknown,"Jews and Ukrainians band together in Minnesota to link conflicts in Israel, Ukraine"
11/2/23,unknown,"Ukraine replaces special forces commander, removed officer wonders why"
11/4/23,unknown,"Zelenskyy Pushes US for More Aid, Invites Trump to Ukraine (For A Lecture)"
11/6/23,unknown,"Ukraine Would ""Be In The European Union"": Zelensky"
11/7/23,unknown,Speech: The UK calls for Russia to end its war of aggression as it continues to inflict suffering on Ukraine and across the globe: UK statement at the UN Security Council
11/9/23,unknown,Moldova Faces EU Pressure To Levy More Sanctions Against Russia
11/10/23,unknown,Russia targets Kyiv in first missile attack on capital in 52 days
11/12/23,unknown,Self-deception may seed 'hubris balancing': Study examines irrational actions leading to invasion of Ukraine
11/14/23,unknown,"Record Russian budget will boost defense spending, shoring up Putin's support ahead of election"
11/15/23,unknown,U.K.'s New Top Diplomat Cameron Visits Ukrainian Port City of Odesa
11/17/23,unknown,"Russian drone attack hits Ukraine infrastructure, causes power outage"
11/18/23,unknown,Biden needs to get real on border security to pass aid for Ukraine and keep our nation safe
11/20/23,unknown,"Electronic warfare confounds civilian pilots, far from any battlefield"
11/22/23,unknown,Russia throwing 'waves' of men in battle for key frontline Ukrainian city
11/23/23,unknown,Head of Zelensky’s Party: Ukraine Could Have Accepted Russia's Peace Plan
11/25/23,unknown,Cisco aids Ukraine defense with modified switches to counter Russian attacks
11/26/23,unknown,"Deadly storm cuts power to nearly two million in Russia, Ukraine"
11/28/23,unknown,So Long And Thanks For All The Fish! Russia’s Naval-Defense Dolphins May Have Escaped.
11/29/23,unknown,Russian TV hacked to broadcast Zelensky’s speech vowing to liberate Crimea
12/1/23,unknown,"Zaporizhzhia Nuclear Plant Power Restored, Averting 'Catastrophe'"
12/3/23,unknown,Hungary's Orban demands Ukraine's EU membership be taken off the agenda at bloc summit
12/4/23,unknown,"New Zealand’s foreign policy resets on Aukus, Gaza and Ukraine: Geoffrey Miller"
12/6/23,unknown,Ukraine is running out of men to fight
12/7/23,rt,Russians better off despite sanctions – poll
12/9/23,unknown,Nearly half US voters think Biden is spending too much on Ukraine aid
12/11/23,unknown,Zelenskyy makes his case to Congress for more U.S. aid in Ukraine's fight against Russia
12/12/23,unknown,How Ukraine Keeps Warm When Russia Bombs
12/14/23,unknown,Ukraine has $52 billion EU aid package veoted by Hungary
12/15/23,rt,Scholz takes credit for ‘unanimous’ EU Ukraine vote
12/17/23,unknown,Russian Volunteers Joining Ukraine to Fight Russia
12/18/23,unknown,"News Wrap: Senate deal on Ukraine aid, border security not expected before holiday break"
12/20/23,unknown,Mass drone attack hits several Kyiv districts
12/22/23,unknown,Putin suffered 'big strategic defeat' in Ukraine war: NATO leader
12/23/23,unknown,‘Glory to the Heroes’ documents the resilience of those on Ukraine’s front lines
12/25/23,unknown,"Stalled on land, Ukraine scores 'victory' against Russia in Black Sea"
12/26/23,unknown,"Indian envoy meets with Putin, bypassing Western pressure"
12/28/23,newsweek,Putin's Massive Aerial Attack Backfires
12/30/23,unknown,Ghost Ships at reawakened North Korea port put Ukraine in peril
12/31/23,unknown,"Russia launches record number of drones in Ukraine, as Putin says Moscow will intensify its attacks"
1/2/24,unknown,Russia and Ukraine exchange hundreds of prisoners of war in biggest release so far
1/3/24,the-times-of-india,India has not sent any artillery to Ukraine: MEA
1/5/24,unknown,Ukraine shows evidence Russia fired North Korea missile at Kharkiv - Reuters UK
1/7/24,unknown,"Kremlin sends FSB agents to search for Ukrainian partisans in Kherson Oblast, Kyiv says"
1/8/24,rt,West ready to back Ukraine ‘for years’ – UK Foreign Secretary
1/10/24,unknown,Russian election candidate calls Ukraine war 'big mistake' by Putin
1/11/24,unknown,Zelensky Hails 'Unprecedented' $3BN+ Arms Deal With UK As US Supplies Have Stopped
1/13/24,unknown,Swiss diplomat: China needs to help end war in Ukraine
1/14/24,unknown,Ukraine says it shot down 2 Russian command and control aircraft in a significant blow to Moscow
1/16/24,unknown,2024's Must Read War-Related Books: Ukraine and A Brief Moment in Time by Author Dr. Richard Hagedorn
1/18/24,unknown,"Friday, January 19. Russia’s War On Ukraine: News And Information From Ukraine"
1/19/24,abc-news-au,Putin is facing a potential 'avalanche of disasters' at home. The timing couldn't be worse
1/21/24,unknown,Can Ukraine’s economy survive without foreign aid? Experts aren’t sure
1/22/24,newsweek,Ukraine Reveals New Defense System in War With Russia
1/24/24,unknown,Putin has another crisis on his hands
1/26/24,unknown,Russian missiles hit industrial target in central Ukraine -governor
1/27/24,unknown,"Amid War, Zelensky Declares His Income As Part Of Transparency Drive"
1/29/24,rt,Zelensky issued firing threat to Ukraine’s top general – media
1/30/24,unknown,"Zelenskyy may want a new commander to replace Ukraine's 'Iron General,' reports say amid signs of rifts in the relationship"
2/1/24,unknown,Ukraine Informs Washington Of Decision To Fire Zaluzhniy
2/2/24,unknown,Russia: Police detain journalists at Moscow anti-war protest
2/4/24,unknown,"Amid reports of looming dismissal, top Ukrainian general flirts on Facebook with far-right paramilitary leader"
2/6/24,unknown,"Senate Republicans block bipartisan border package, then scramble to find support for Ukraine aid"
2/7/24,unknown,If Russia Wins
2/9/24,unknown,Russia and Ukraine complete new prisoner of war swap
2/10/24,unknown,"Massive Ukraine, Israel aid package overcomes key Senate hurdle as 18 Republicans vote with Democrats"
2/12/24,breitbart-news,Senators Smuggle Migration Funds into Ukraine Aid Bill
2/14/24,unknown,"Intense artillery fire is causing more problems for Ukraine than just ammo shortages and putting gun crews at risk, new report says"
2/15/24,marca,President Biden pins death of Alexei Navalny on Vladimir Putin
2/17/24,unknown,Beware of Big Bad Russian Space Nukes!
2/18/24,unknown,3 Stranded Tankers with Russian Sokol Crude Heading for China
2/20/24,unknown,Ukrainian soldiers expect more assaults after Russian forces capture eastern town
2/22/24,unknown,Brooks and Capehart on U.S. aid for Ukraine wavering on partisan battle lines
2/23/24,unknown,‘Blinded’: Every A-50 Radar Plane The Ukrainians Shoot Down Opens A Gap In Russian Radar Coverage—A Gap The Ukrainians Can Exploit
2/25/24,unknown,'No joke': Ottawa to give Ukraine $4 million to fund gender-inclusive demining
2/26/24,unknown,Nato allies reject Emmanuel Macron idea of troops to Ukraine - BBC.com
2/28/24,unknown,German chancellor slammed for revealing British military role in Ukraine
2/29/24,unknown,"In Ukraine Now, Echoes of Vietnam in 1975"
3/2/24,unknown,Russian Forces Destroy Another US-Made Abrams Tank Near Avdeyevka With Upyr Drones
3/4/24,unknown,EU plans to boost defense industry and move away from U.S. dependency in the face of Russian threats
3/5/24,newsweek,Russian Official Killed by Car Bomb in Ukraine
3/7/24,rt,Zelensky could fire foreign minister – Ukrainian media
3/8/24,unknown,Pope Francis Urges Ukraine to Have ‘Courage of the White Flag’ in Peace Talks
3/10/24,unknown,Scott Ritter: Pentagon’s ‘Ukrainian Fantasy’ Is Falling Apart
3/12/24,rt,Ukrainian militants caught lying about incursion into Russia
3/13/24,unknown,Why Confiscated Russian Assets Must Pay For Ukraine’s Reconstruction
3/15/24,unknown,"Bombs pummel Russia, as Ukrainians forced to vote for Putin at gunpoint"
3/16/24,unknown,Ukraine says Russia attacks border regions as partial results show Putin reelection
3/18/24,the-washington-post,Deadlock on U.S. aid hangs over talks to secure support for Ukraine
3/19/24,fox-news,US national security adviser Jake Sullivan visits Kyiv as stalemate in Washington holds up aid
3/21/24,unknown,ISIS claims attack on Moscow concert hall after Ukraine blames Putin
3/23/24,unknown,Russia concert hall attack suspects appear in Moscow courtroom
3/24/24,unknown,How will Russian athletes be cleared to compete at Paris 2024?
3/26/24,unknown,Traitor Brits fighting for PUTIN in Ukraine branded ‘an absolute disgrace’ amid calls for them to be jailed
3/27/24,unknown,"'Ukrainians are like children, waiting for someone to save us. Israelis are more like adults, working together'"
3/29/24,unknown,"Zelenskiy says without US aid, Ukraine forces will have to retreat (Reuters)"
3/31/24,unknown,"Johnson outlines plan for Ukraine aid, House could act within weeks"
4/1/24,unknown,Biden warns Xi Jinping about China's ongoing support for Russia amid Ukraine war
4/3/24,unknown,German AfD politician rejects Russian payment claims
4/4/24,unknown,"Ukraine’s ambassador to US: ‘We need to win,’ but need ammunition now"
4/6/24,unknown,Zelensky Warns U.S. Congress: Meet Ukraine Military Aid Demands or Russia Wins
4/8/24,unknown,Russia’s Anti-Drone ‘Turtle Tank’ Got Too Famous For Its Own Good. Ukraine’s Troops Tracked It Down—And Blew It Up.
4/9/24,unknown,US military veteran accused of having explicit images of a child apparently joined Russian army
4/11/24,unknown,US says China is supplying missile and drone engines to Russia - Financial Times
4/12/24,unknown,Ukrainian Fighter Pilots Are Itching To Glide-Bomb Russian Troops. Ukraine’s New Ram II Drones Are Clearing The Way.
4/14/24,unknown,"Go for it, Speaker Johnson: Israel and Ukraine need American aid NOW"
4/15/24,unknown,Motion to oust House Speaker Mike Johnson gets co-sponsor over Ukraine aid
4/17/24,unknown,Did Mike Johnson Just Get Religion on Ukraine?
4/19/24,unknown,"US House passes $95 billion Ukraine, Israel aid package"
4/20/24,unknown,NATO Chief Denies Plans for Allied Combat Presence in Ukraine
4/22/24,unknown,"Next Ukraine Package 'Larger Than Normal' As Biden Tells Zelensky Aid Coming ""Quickly"""
4/23/24,unknown,Now It's Up to Europe to Take the Lead in Ukraine
4/25/24,unknown,"Secretary of Defense Lloyd J. Austin III and Air Force General Charles Q. Brown Jr., Chairman, Joint Chiefs of Staff, Hold A News Conference Following Virtual Meeting of the Ukraine Defense Contact Group"
4/27/24,unknown,DC Think Tank: Ukraine Aid Package Opens Door to the Nation's Destruction
4/28/24,unknown,U.S. Signals Long-Term Artillery Production Rise After 2 Years of Ukraine Support
4/30/24,unknown,"Soaring US munitions demand strains support for Israel, Ukraine, Taiwan..."
5/1/24,unknown,Statement by Russian Defence Ministry
5/3/24,rt,Italy publicly scolds Macron over Ukraine intervention talk
5/4/24,unknown,Ukraine and Russia mark Orthodox Easter under shadow of war - Euronews
5/6/24,unknown,A new plot to assassinate Ukraine's president has come to light
5/8/24,unknown,"Ukrainian gymnast carries Paris Olympic torch with EU team, in a sign of support"
5/9/24,newsweek,"Russia Has Lost Over 4,400 Troops, 54 Tanks in Ukraine Since Sunday: Kyiv"
5/11/24,unknown,Concern about Russia dominates as Lithuanians vote
5/12/24,unknown,Ukraine's Kharkiv Front Commander Replaced
5/14/24,cbs-news,Breaking down the latest in Ukraine's war against Russia
5/16/24,newsweek,Russia May Push Buffer Zone Into NATO Nation: Putin Ally
5/17/24,newsweek,Kharkiv War Maps Reveal Russian Advances Along Front Line
5/19/24,unknown,War and popularity keep Zelensky in power despite term expiring
5/20/24,unknown,S-500: Russia's New Air Defense That Could Win a War Against NATO?
5/22/24,rt,Russia reacts to UK MPs applauding Ukrainian neo-Nazis
5/24/24,unknown,Hungary’s Bid to ‘Redefine’ NATO Status Signals Refusal to March Lockstep Into War With Russia
5/25/24,unknown,Benjamin Abelow Interview on the Ukraine War in the Italian Newspaper La Verità
5/27/24,unknown,Why the Summer Could Be Disastrous for Ukraine
5/28/24,unknown,Top Biden aides signal openness to letting Ukraine strike Russia with US weapons (Politico)
5/30/24,business-insider,"Russia's creeping advance is costing it 1,200 soldiers a day: Western intel"
5/31/24,unknown,Russia 'Heavily Overestimated' Ukraine Gains Amid Offensive Push: ISW
6/2/24,business-insider,NATO is finally giving Ukraine a shot at repelling Russia's destructive glide-bomb attacks on a major city
6/4/24,cbs-news,Ukraine war looms over Biden's D-Day trip to France
6/5/24,abc-news,"US sending $225M in military aid to Ukraine, US officials say, including ammo Kyiv can use to strike over Russian border"
6/7/24,unknown,"Energy drinks boost Ukraine’s soldiers, and its economy"
6/8/24,cbs-news,Russia's war in Ukraine stokes tensions in Georgia | 60 Minutes
6/10/24,unknown,EU Proposing Sanctions on Russia Shipping Giant Sovcomflot
6/12/24,rt,Bomb Ukraine with sex toys – Russian MP
6/13/24,business-insider,Drone dogfights in Ukraine's skies usher in a new chapter of aerial warfare
6/15/24,unknown,"Forever War: Zelensky, Western Leaders Reject Putin Ceasefire Proposals at Swiss Peace Summit"
6/16/24,unknown,Hundreds of Russian Troops Are Cut Off In A Vovchansk Chemical Plant As Ukrainian Glide Bombs Rain Down
6/18/24,unknown,Kirby Tells Russia's Putin to 'Get the Hell Out of Ukraine'
6/19/24,unknown,"Putin threatens to arm North Korea, escalating tension with West over Ukraine"
6/21/24,unknown,Three dead in Kharkiv bombing as Russia hits Ukrainian energy facilities with more missiles
6/23/24,the-times-of-india,EU slaps fresh curbs on Russia gas shipments
6/24/24,unknown,Russia bans access to over 80 Western media outlets
6/26/24,unknown,VICTOR DAVIS HANSON: Stop The Ukrainian Meat Grinder?
6/27/24,unknown,North Korea Said It Will Send Troops to Ukraine 'Within a Month' To Fight Alongside Russia?
6/29/24,the-times-of-india,UK government warns of Russian interference in general election
7/1/24,the-times-of-india,Ukraine brings AI weapons to front lines
7/2/24,the-american-conservative,Experts Warn Against Ukraine NATO Membership in Letter
7/4/24,the-jerusalem-post,NATO allies at summit to unveil Ukraine 'bridge to membership'
7/5/24,unknown,Ukraine recruits criminals in fight against Russia
7/7/24,unknown,Putin meets Indian prime minister in Russia on his first visit since Moscow sent troops into Ukraine - The Associated Press
7/9/24,unknown,Norway will donate F-16s to Ukraine this year
7/10/24,unknown,Biden Introduced Zelensky as Putin
7/12/24,abc-news-au,'Russia will use any means it can': Inside Putin's 'paranoid' spy network
7/13/24,unknown,Treason and espionage cases are rising in Russia since the war in Ukraine began - NPR
7/15/24,unknown,Europeans alarmed by Trump VP pick Vance's opposition to Ukraine aid
7/16/24,unknown,Russia must not be allowed to operate with impunity: UK statement to the OSCE
7/18/24,unknown,"Trump Says Spoke With Zelensky, Pledges To 'End The War'"
7/20/24,unknown,Russia’s Nuclear-Armed Spacecraft Could Supercharge Space War 1
7/21/24,unknown,"American B-52s brush off encounter with Russian jets, arrive as planned at Romania base"
7/23/24,breitbart-news,The Trump Effect: Ukraine Says It Is 'Willing and Ready' for Dialogue with Russia
7/24/24,unknown,A Trump Peace Plan for Ukraine
7/26/24,unknown,Russia claims capture of another village in east Ukraine
7/28/24,unknown,Germany shrugs off Putin comments on US missiles
7/29/24,unknown,Russia To Allow Crypto Payments in International Trade To Counter Sanctions
7/31/24,rt,Enemies of Russia aren’t welcome – Peskov
8/1/24,al-jazeera-english,How did Russia and the West agree to a prisoner exchange?
8/3/24,unknown,"Ukraine finally deploying F-16 fighter jets, says Zelenskiy (Anastasiia Malenko/Reuters)"
8/4/24,unknown,U.S.-Made F-16 Fighter Jets Spotted Over Ukraine
8/6/24,unknown,US Libertarian VP Nominee: Democratic Party is No Longer Peace Over War
8/8/24,unknown,"Ukraine brings war to Russia in ‘massive’ drone strike on military, government targets - Fox News"
8/9/24,abc-news-au,"Russia evacuates more than 76,000 people in Kursk region, Zelenskyy vows to 'restore justice'"
8/11/24,rt,US Senator urges NATO pilots to fight for Ukraine
8/12/24,unknown,Ukraine claims new advances in Russia incursion
8/14/24,unknown,Ukraine soldier says Russian troops were caught so off-guard that they were ‘sitting in the forest drinking coffiee’: ‘Didn’t expect us’
8/16/24,unknown,Ukrainian First Lady reveals toll ongoing war with Russia has on relationship with Volodymyr Zelenskyy
8/17/24,newsweek,Putin Ally Claims Third of His Army Was Deployed to Ukraine's Border
8/19/24,unknown,"Despite Frequent Attacks, Vacationers Flock To Beaches In Russian-Occupied Crimea"
8/20/24,unknown,"Putin ally's machine-gun Cybertruck may look 'super cool,' but it's 'useless' on the battlefield, military expert says"
8/22/24,unknown,U.S. sanctions 400 entities aiding Russia's war — including Chinese firms
8/24/24,unknown,Ukraine deploys robot dogs vs. Russia
8/25/24,financial-post,"Biden, Modi Discuss Ukraine After Indian Leader’s Visit to Kyiv"
8/27/24,unknown,"If Ukraine’s Invasion Of Russia’s Kursk Oblast Was A Diversion, It Has Failed"
8/28/24,unknown,‘More died than remained alive’: Kyiv honours fallen soldiers
8/30/24,newsweek,Ukrainians Call for 'Ghost of Kyiv' Pilot To Get Country's Highest Honor
8/31/24,unknown,The Ukrainian Front in Donbas is Collapsing...
9/2/24,unknown,"As The Russians March On Pokrovsk, the Ukrainians Damage Or Destroy Nearly 200 Vehicles In One Day"
9/4/24,techcrunch,US charges five Russian military hackers with targeting Ukraine's government with destructive malware | TechCrunch
9/5/24,newsweek,Iran Denies Supplying Missiles to Russia for War in Ukraine
9/7/24,unknown,How Did the Kiev Regime Really Lose Its US-made F-16?
9/8/24,unknown,The Kursk Offensive Is No Game Changer for Ukraine
9/10/24,unknown,Russian Su-30SM fighter jet crashes over Black Sea
9/12/24,bbc-news,Starmer and Biden expected to discuss allowing Ukraine to use long-range weapons inside Russia
9/13/24,unknown,Ukraine renews calls on the West to allow long-range strikes on Russian territory
9/15/24,unknown,The Kursk Gamble: Ukraine's Bold Move and the Risk of Russian Retaliation
9/16/24,unknown,Russia's Lavrov tells Red Cross of Ukrainian wartime rights violations
9/18/24,rt,EU calling for nuclear war – Russia’s top MP
9/19/24,rt,Suspects charged in murder of American in Donbass
9/21/24,unknown,"Russia launches nighttime strike on apartment buildings in Ukrainian city, wounding 21"
9/23/24,unknown,The Kursk Offensive Has Thrown Russia's Ukraine War Strategy Into Chaos
9/24/24,newsweek,Exclusive: ICC Prosecutor Vows to Resist Pressure on Gaza and Ukraine Cases
9/26/24,unknown,"Friday, September 27. Russia’s War On Ukraine: News And Information From Ukraine"
9/27/24,the-times-of-india,Are the Chechens using Elon Musk owned Tesla Cybertruck in the war against Ukraine? Video surfaces
9/29/24,unknown,"VDH: Our Ukrainian War Narrative - Paradoxes, Obsessions, & Disconnects"
10/1/24,rt,Russian court freezes assets of JP Morgan and Bank of New York
10/2/24,unknown,North Korean Shells Fuel Russia’s War—and Kim’s Ambitions
10/4/24,unknown,Ukraine downs Russian warplane; Russia claims gains in the east
10/5/24,unknown,Russian opposition activist killed fighting for Ukraine
10/7/24,unknown,France’s Mirage-2000s Bound to Be Destroyed on Ground or in Ukraine’s Skies
10/9/24,business-insider,"Russia's drive in one battlefront has cost it a staggering 1,800 combat vehicles"
10/10/24,rt,Russian court orders arrest in absentia of CNN journalist
10/12/24,unknown,Zelenskiy says North Koreans fighting with Russians in Ukraine
10/13/24,rt,Ukraine’s accession into NATO would be ‘suicide’ – EU lawmaker
10/15/24,rt,US announces new Ukraine aid package
10/16/24,unknown,"Biden Farewell Visit To Berlin Focused On Ukraine, Mideast Wars"
10/18/24,unknown,"Aaron Kaufman, Director of Ukraine War Documentary ‘Superpower,’ Dies at 51"
10/20/24,unknown,US says 'dangerous' move for North Korea to send troops to Ukraine
10/21/24,unknown,VOA interview: US Army General Costanza discusses Russia's threat to West
10/23/24,unknown,'Freedom': Russian Anti-war Sisters Find New Home In Exile
10/24/24,unknown,G7 Finalize $50 Bn Ukraine Loan Backed By Russian Assets Profits
10/26/24,unknown,The First Truckloads Of North Korean Troops May Have Reached The Front Line In Kursk
10/28/24,unknown,"Small number of North Korean troops are already inside Ukraine, officials say - CNN"
10/29/24,unknown,"U.S., South Korea Concerned North Koreans May Soon Fight Against Ukrainians"
10/31/24,al-jazeera-english,Russia strikes Kharkiv ‘police station’ as US boosts Ukraine’s military
11/1/24,unknown,Russia says Ukraine is sabotaging prisoner of war exchanges
11/3/24,rt,EU to shelve new Russia sanctions until 2025 – media
11/4/24,unknown,New Jersey man admits shipping sanctions-busting tech to Russia
11/6/24,rt,Trump says he’ll talk to Putin
11/8/24,unknown,"Russia open to hearing Trump’s proposals for ending the war, an official says"
11/9/24,unknown,Kremlin denies Trump and Putin call discussing Ukraine
11/11/24,newsweek,Russia Issues Ominous Warning About Undersea Internet Cables...
11/12/24,the-irish-times,The Irish Times view on Trump and Ukraine: Change of course is ahead
11/14/24,unknown,"Germany's Scholz speaks with Putin, demands Russia withdraw from Ukraine"
11/16/24,unknown,Biden Is Giving Ukraine More Firepower Before Trump Takes Over
11/17/24,unknown,Kirov-Class Battlecruiser Might Be 'Sunk' Thanks to Ukraine War
11/19/24,the-times-of-india,Russia threatens US nuclear war by Christmas? Here's what we know of threats and possible responses
11/20/24,unknown,NATO Expert Reveals Fears 'Cornered Rat' Vladimir Putin Is on Verge of Unleashing Chemical Weapons As Losing to Ukraine is 'Dagger to Heart'
11/22/24,unknown,Russia's War Economy Shows Signs of Strain
11/24/24,unknown,U.K. Man Fighting for Ukraine Is Said to Be Captured in Russia - The New York Times
11/25/24,rt,Ukraine could be pushed into negotiations ‘within months’ – WaPo
11/27/24,unknown,Biden calls Russia's overnight attack on Ukraine 'outrageous'
11/28/24,unknown,"NATO to 'Deploy 100,000 Peacekeepers' in Ukraine, Russia Claims"
11/30/24,unknown,Men in Detention Face Sexual Torture Amid War in Ukraine
12/1/24,unknown,U.S. To Send “Massive Surge” Of Weapons To Ukraine
12/3/24,unknown,US Military Aid to Ukraine Exceeds A Massive $62 Billion Under the Joe Biden Administration. “Throwing Money Away” to the Detriment of the American People
12/5/24,breitbart-news,"Russia's Lavrov Tells Tucker Country Not at War With U.S., But Will Use All Means to Defend Itself"
12/6/24,unknown,Trump discusses war in Ukraine with Zelensky and Macron in Paris
12/8/24,unknown,Zelenskyy seeks diplomatic end to Russia's war; floats role for foreign troops
12/9/24,unknown,Missile Strike On Ukraine Clinic Kills At Least Four
12/11/24,unknown,"US 'Constantly Tightening' Sanctions on Russia, Yellen Says"
12/13/24,newsweek,Ukraine War Will Be 'Resolved' in Months: Trump Envoy
12/14/24,unknown,Moscow criticizes German ambassador over Berlin's support for Ukraine
12/16/24,unknown,"Ukraine’s Zelensky Slams Hungary’s Orbán’s Quest for Peace, Says He ‘Does Not Have Any Leverage’ on Putin, That Kiev Needs No ‘Intermediaries’ To Talk to Trump"
12/17/24,unknown,Speech: DPRK must cease its support for Russia’s illegal war in Ukraine: UK statement at the UN Security Council
12/19/24,unknown,IMF gives Ukraine $1.1B for budget support
12/20/24,unknown,"German troops must be ‘fit’ for war if Putin attacks, Defense Minister Pistorius says"
12/22/24,unknown,Russian Jets Fled Millerovo Air Base. Ukrainian Drones Came After The Ones Left Behind.
12/24/24,fox-news,Zelenskyy lambastes Putin over Christmas strikes: 'What could be more inhumane?'
12/25/24,unknown,Researchers Find New Ways to Support Children Impacted by War in Ukraine
12/27/24,unknown,Zelensky: Russia must give info about plane crash
12/28/24,cbs-news,A look ahead: Prospects for Russia's continued war on Ukraine in 2025
12/30/24,unknown,"Opinion: Hold Ukraine accountable for corruption, misspent aid"
1/1/25,unknown,Slovak PM Threatens to Cut Support for Ukrainians in Slovakia Over Gas Transit Dispute
1/2/25,unknown,Ukraine’s Zelensky: Trump ‘Can be Decisive’ and ‘Capable of Stopping Putin’
1/4/25,unknown,Ukraine renews offensive inside Russia - Financial Times
1/5/25,business-insider,"Ukraine says 3,800 North Koreans have been killed or wounded so far in Kursk"
1/7/25,rt,German couple confess to killing Ukrainian migrants for baby
1/9/25,unknown,"US, UK Unveil Widespread Sanctions Against Russia's Energy Sector"
1/10/25,unknown,How the US sanctioned itself in Ukraine
1/12/25,unknown,From Gaza To Ukraine: What Biden Said In His Final Foreign Policy Speech
1/13/25,unknown,North Korean soldier fighting for Russia blows himself up to avoid capture as ‘brainwashed’ troops told being captured is treason: Kyiv officials
