date,source,title,score
2023-02-24,cbc-news,Ukrainians on P.E.I. hope to celebrate victory for homeland in 2023,
2023-02-24,unknown,"Nearly $70,000,000 Worth of Crypto Donations Have Flowed Into Ukraine’s Government Wallets: Chainalysis",
2023-02-24,google-news,Russian State Media Urges Putin Didn't 'Want to' Take Kyiv in Three Days - Newsweek,
2023-02-24,newsweek,Russian State Media Urges Putin Didn't 'Want to' Take Kyiv in Three Days,
2023-02-24,google-news,G20 meet ends in discord as China silent on Ukraine war - The Australian Financial Review,
2023-02-24,google-news,Can China’s peace plan for Ukraine work? - Al Jazeera English,
2023-02-24,unknown,Viral Video Of Ukraine War ‘Crisis Actors’ In Body Bags Is Totally Fake,
2023-02-24,business-insider,Ted Cruz said support for Ukraine among Democrats has become a 'virtue signal' and wearing the Ukrainian flag is 'like a COVID mask',
2023-02-24,al-jazeera-english,Can China’s peace plan for Ukraine work?,
2023-02-25,cbs-news,What it takes to report from Ukraine,
2023-02-25,cbs-news,Russian artillery terrorizes Ukrainian city of Kherson,
2023-02-25,cbs-news,"Kherson, Ukraine, withstands constant Russian attacks after occupation ends",
2023-02-25,cbs-news,Civilians on frontlines hopeful for an end to the fighting in Ukraine,
2023-02-25,cbs-news,"Kherson, Ukraine, a year after Russia’s invasion | 60 Minutes",
2023-02-25,cbs-news,U.S. warns China not to aid Russia in Ukraine,
2023-02-25,unknown,Russia’s War on Ukraine: Lessons for the Indonesian Armed Forces,
2023-02-25,unknown,"War in Ukraine ‘stems from the Orange Revolution, a humiliating ordeal for Putin’ - FRANCE 24 English",
2023-02-25,breitbart-news,Treasury Secretary Janet Yellen Says U.S. Will Provide $10B to Ukraine in 'Coming Months',
2023-02-25,unknown,"China has not yet supplied arms to Russia in its war with Ukraine, U.S. officials say - The Washington Post",
2023-02-25,unknown,"In Ukraine war, talking about peace is a fight of its own",
2023-02-25,cbs-news,What it takes to report from Ukraine | 60 Minutes,
2023-02-25,unknown,Putin: will ‘take into account’ NATO’s nuclear capability,
2023-02-25,unknown,White House scoffs at China’s peace proposal for Ukraine,
2023-02-25,unknown,"10th Round of EU Sanctions Hit Russia, Others",
2023-02-25,unknown,Deadly Russian artillery strikes reported in Ukraine’s east and south,
2023-02-25,unknown,CIA director: Putin too confident he can grind down Ukraine,
2023-02-25,unknown,Zelensky Sacks Top Military Commander With No Reason Given,
2023-02-25,unknown,【ウクライナ南部】「ロシア化」進む露軍占領下マリウポリ「公共料金10分の1で浮いた金でソーセージが買える」と被害忘れ順応,
2023-02-25,fox-news,Extra: One Of Ukraine’s Volunteer Fighters Explains Why He Joined A ‘War of Extermination’,
2023-02-25,unknown,Europe’s liberals - unwavering support to Ukraine,
2023-02-25,unknown,Putin Casts War as Battle for Russia’s Survival,
2023-02-25,unknown,"Russia's air force is struggling to hit targets in Ukraine, but its missiles can still keep Ukraine's jets at bay",
2023-02-25,unknown,A single mother escaped Kyiv with her 5-year-old at the onset of the Russian invasion. She is one of 8 million refugees who can only dream of returning home,
2023-02-25,unknown,"As war rages on, Ukraine begins costly reconstruction while fighting corruption",
2023-02-25,unknown,Condoleezza Rice warns GOP candidates against pulling back from Ukraine: ‘These conflicts always come home’ - The Hill,
2023-02-25,unknown,Putin casts war as a battle for Russia's survival (Guy Faulconbridge/Reuters),
2023-02-25,unknown,Putin: will 'take into account' NATO's nuclear capability,
2023-02-25,unknown,Former Secret Service Agents: Secret Service Would Have Evacuated Joe Biden if the Kiev Air Raid Sirens Were Real (VIDEO),
2023-02-25,unknown,Putin says Russia cannot ignore NATO nuclear capability,
2023-02-25,business-insider,"Russia's air force is struggling to hit targets in Ukraine, but its missiles can still keep Ukraine's jets at bay",
2023-02-25,google-news,"Amid war and destruction, children in Ukraine bear heavy burden as families struggle to carry on - CBC.ca",
2023-02-25,google-news,Putin: will 'take into account' NATO's nuclear capability - The Associated Press,
2023-02-25,unknown,IS RUSSIA CLOSING THE CAULDRON AROUND BAKHMUT?,
2023-02-25,unknown,"Ukraine Raises More Crypto Than Russia in Year of War, Analysis Unveils",
2023-02-25,unknown,"Zelenskiy fires a top Ukrainian military commander, no reason given",
2023-02-25,unknown,US billionaire Bill Ackman donates US$3.25 million for ambulances in Ukraine,
2023-02-25,unknown,Here’s what arming Ukraine could look like in the future,
2023-02-25,google-news,"France, Germany, and the UK offer a plan for Ukraine that doesn’t include NATO membership - Vox.com",
2023-02-25,unknown,How the Russia-Ukraine war has changed Japan’s economic outlook,
2023-02-25,unknown,EU Sanctions On Russia Create Opportunity For Emerging Producers,
2023-02-25,business-insider,A single mother escaped Kyiv with her 5-year-old at the onset of the Russian invasion. She is one of 8 million refugees who can only dream of returning home.,
2023-02-25,unknown,Rachael Ray cooking up her fourth humanitarian trip to Ukraine,
2023-02-25,the-hill,Putin says Ukraine war poses existential threat to ‘Russian people’,
2023-02-25,google-news,Putin says Ukraine war poses existential threat to ‘Russian people’ - The Hill,
2023-02-25,unknown,'Hell on earth': I reported from the war in Ukraine. What I witnessed still haunts me. (Trey Yingst/USA Today),
2023-02-25,unknown,Billionaire Ackman donates $3.25 million for ambulances in Ukraine,
2023-02-25,unknown,"On Ukraine front, civilians cling on as troops repel Russia",
2023-02-25,cnn,Young Ukrainian dancer in the US uses ballet to 'get rid of this pain',
2023-02-26,unknown,"Treasury Secretary Yellen visits Ukraine, underscores U.S. economic support",
2023-02-26,unknown,"Drones Hit Russian Spy Plane, Belarusian Saboteurs Say",
2023-02-26,unknown,Ukraine envoy is optimistic Japanese Prime Minister Fumio Kishida will visit Kyiv before May,
2023-02-26,unknown,"US Military Falls Short in Maintenance, Coordination of Arms Stocks for Ukraine - Watchdog",
2023-02-26,unknown,Local partnership fundraises to save newborns in Ukraine,
2023-02-26,unknown,Russia has been able to keep its most effective drone flying over Ukraine thanks to Western-made parts,
2023-02-26,google-news,"To Save Ukraine, Defeat Russia and Deter China - The Atlantic",
2023-02-26,unknown,"To Save Ukraine, Defeat Russia and Deter China",
2023-02-26,bbc-news,Timed Teaser: Who backed Russia over Ukraine?,
2023-02-26,usa-today,'We are glad to see it': White House lauds Saudi Arabia plan to send $400 million to Ukraine,
2023-02-26,unknown,Russia will not resume START nuclear talks until Washington listens to Moscow,
2023-02-26,unknown,‘Massive’ violations in Ukraine a focus as UN rights body meets - Al Jazeera English,
2023-02-26,unknown,"Yaroslav Amosov on defending county, returning at Bellator 291: ‘I want to give this win, this belt, for Ukraine’",
2023-02-26,unknown,"China Blasts US 'Disinformation, Absolute Hypocrisy' On Russia Ties, Vows Retaliation For Sanctions",
2023-02-26,unknown,Mass Protests In Europe Against Ukraine War – Critical Mass?,
2023-02-26,unknown,These 3 Crypto Assets Account for 85% of $70M Crypto Donations to Ukraine: Report,
2023-02-26,cbs-news,"U.N. chief decries ""massive"" human rights violations in Ukraine",
2023-02-26,unknown,China's Ukraine plan: Russia says no conditions yet for peace - Euronews,
2023-02-26,unknown,Yellen Makes Surprise Visit to Ukraine to Reinforce US Support,
2023-02-26,unknown,"Monday, February 27. Russia’s War On Ukraine: Daily News And Information From Ukraine",
2023-02-26,unknown,New Ukrainian Postage Stamp Features Banksy Art and Says “FCK PTN”,
2023-02-26,unknown,"Russia relying on rare ""Zoopark-1"" radar to find artillery: Ukraine",
2023-02-26,unknown,Russia tries to close ring around Bakhmut as thawing ground turns to mud,
2023-02-26,google-news,Russia tries to close ring around Bakhmut as thawing ground turns to mud - CNA,
2023-02-26,business-insider,Russia has been able to keep its most effective drone flying over Ukraine thanks to Western-made parts,
2023-02-26,unknown,Ukraine Pushes for F-16s After U.S. Says Time Not Right,
2023-02-26,newsweek,Russia Relying on Rare 'Zoopark-1' Radar to Find Artillery: Ukraine,
2023-02-26,unknown,Video shows Russian T-72 drive into minefield littered with abandoned tanks,
2023-02-26,unknown,Give peace a chance in Ukraine war,
2023-02-26,the-washington-post,"In Kyiv, Yellen showcases heft of economic aid to Ukraine",
2023-02-26,abc-news-au,"'No excuse': Australia's ambassador to Ukraine should return to Kyiv, former UK high commissioner says",
2023-02-26,newsweek,Video Shows Russian T-72 Drive Into Minefield Littered With Abandoned Tanks,
2023-02-26,unknown,UN chief points to 'massive' rights violations in Ukraine,
2023-02-26,unknown,Ukraine finds stepping up mobilisation is not so easy,
2023-02-26,unknown,Italy's purchasing power halved since start of Russia-Ukraine crisis,
2023-02-26,breitbart-news,"America's Treasury Secretary Janet Yellen Shows Up in Ukraine, Announces Aid Transfer of $1.25B",
2023-02-26,breitbart-news,"Dershowitz: ICC Must Investigate Russians for War Crimes -- and Ukrainians, If Warranted",
2023-02-27,unknown,Russia's struggles in Ukraine are showing US special operators that they'll need to fight without their 'tethers' to win future wars,
2023-02-27,unknown,Drones fly deep inside Russia; Putin orders border tightened - ABC News,
2023-02-27,unknown,"Russians tighten noose on Ukraine's Bakhmut, Putin warns of Western espionage - Reuters",
2023-02-27,unknown,"Shuffling, stumbling, mumbling into war",
2023-02-27,unknown,Ukrainians in Bucha reflect on horrors and brutality suffered at hands of Russian forces,
2023-02-27,unknown,Russian Troops Keep Rolling Into The Same Kill Zone Outside Vuhledar,
2023-02-27,unknown,Nearly 2 million barrels of Russian diesel are stranded at sea because no one wants to buy them,
2023-02-27,unknown,It’s one year of Ukrainian-Russian war,
2023-02-27,unknown,Drones fly deep inside Russia; Putin orders border tightened,
2023-02-27,unknown,Fears Grow That Russia Is Plotting False Flag Chemical Weapons Attack In Ukraine & Will Blame The West,
2023-02-27,unknown,"Western Officials Admitted Involvement in Ukraine Conflict, Says Serbian President",
2023-02-27,unknown,DOD Inspector Sees No Signs Ukraine Is Diverting Weapons—But Promises More Scrutiny,
2023-02-27,the-washington-times,Republicans press Biden to define strategy in Ukraine as support for U.S. aid wanes,
2023-02-27,time,Biden Administration’s Military Aid for Ukraine Under Scrutiny From GOP Congress,
2023-02-27,unknown,UN slams Russia but war slogs on,
2023-02-27,business-insider,Russia's struggles in Ukraine are showing US special operators that they'll need to fight without their 'tethers' to win future wars,
2023-02-27,unknown,"Mass Drone Attack Unleashes Chaos, Air Raid Sirens Inside Russia",
2023-02-27,unknown,Ukraine Unveils a New Banksy Postage Stamp That Mocks Russian President Vladimir Putin,
2023-02-27,unknown,Lockheed's HIMARS plant gearing up to meet demand after Ukraine success,
2023-02-27,unknown,Pentagon tells Republicans 'no evidence' that weapons for Ukraine are being diverted (Connor O'Brien/Politico),
2023-02-27,unknown,Ukrainian Foreign Ministry Starts Proceedings Over NBC Journalists' Visit to Crimea,
2023-02-27,unknown,FAFO: Putin issues alert after drone strikes 60 miles from Moscow; Russian death toll surpasses all …,
2023-02-27,unknown,Putin Orders 'Special Control' of Ukraine Border After Drone Attacks,
2023-02-27,unknown,How Russia's war in Ukraine is changing the world's oil markets,
2023-02-27,unknown,"Ukraine official skeptical China's ""brave enough"" to send Russia weapons",
2023-02-27,unknown,US warns China not to supply lethal weapons to Russia,
2023-02-28,bbc-news,Ukraine war: Images show devastated towns near front line,
2023-02-28,unknown,Ukraine war: Images show devastated towns near front line,
2023-02-28,unknown,Putin's troops move to surround Bakhmut as Ukrainians mount 'furious resistance' - New York Post,
2023-02-28,unknown,NATO inches closer to Russia's border,
2023-02-28,unknown,Ukraine says its forces may pull out of key strategic city of Bakhmut,
2023-02-28,newsweek,NATO Inches Closer to Russia's Border,
2023-02-28,unknown,Ukraine official says military may pull back from city of Bakhmut,
2023-02-28,unknown,"Forces may pull out of key city of Bakhmut, Ukraine official says",
2023-02-28,unknown,'Black Swan': Starlink's Unexpected Boon to Ukraine's Defenders,
2023-02-28,the-times-of-india,"In sign of things to come, Russia says will target West",
2023-02-28,unknown,"In an epic battle of tanks, Russia was routed, repeating earlier mistakes",
2023-02-28,unknown,US seeks allies' backing for possible China sanctions over Ukraine war: Sources,
2023-02-28,unknown,"Wednesday, March 1. Russia’s War On Ukraine: Daily News And Information From Ukraine",
2023-02-28,unknown,Marjorie Taylor Greene and Mike Lee spread anti-Ukraine disinformation with edited video,
2023-02-28,unknown,Rheinmetall Supplying Ukraine with Automated Reconnaissance Systems – Order in the Two-Digit Million-Euro Range,
2023-02-28,breitbart-news,Pentagon Inspector General Won't Say If DOD Has Complied with Law in Monitoring Ukraine Aid,
2023-02-28,abc-news-au,Ukraine says its forces may pull out of key city of Bakhmut,
2023-02-28,unknown,"Ukraine’s Zelenskiy: we survived winter, but energy risks remain",
2023-02-28,unknown,"Ukraine's Zelenskiy: we survived winter, but energy risks remain",
2023-02-28,unknown,Russia’s theft of orphaned Ukrainian children is genocide,
2023-02-28,unknown,China could funnel weapons to Russia through Belarus as defense ties with Beijing deepen: expert,
2023-02-28,fox-news,China could funnel weapons to Russia through Belarus as defense ties with Beijing deepen: expert,
2023-02-28,unknown,Tank loss in Vuhledar reveals Russia is repeating key mistakes: Expert,
2023-02-28,unknown,Ukraine under pressure to launch counteroffensive that will appease NATO,
2023-02-28,newsweek,Ukraine Under Pressure to Launch Counteroffensive That Will Appease NATO,
2023-02-28,newsweek,Tank Loss in Vuhledar Reveals Russia Is Repeating Key Mistakes: Expert,
2023-02-28,unknown,"Anti-War, Anti-Gun Activist Turned “War expert,” Sean Penn, Tells CNN’s Wolf Blitzer Americans Need To Ignore Nuclear Threat from Russia, Send More Long-Range Weapons and Fighter Jets to Ukraine [VIDEO]",
2023-02-28,rt,Pro-Kiev stunt in Baltics goes awry (VIDEO),
2023-02-28,unknown,"Ukraine won largest tank battle of the war in Vuhledar, NYT reports",
2023-02-28,the-washington-times,"Russia's losses in Ukraine exceed all its wars since WWII, survey finds",
2023-02-28,unknown,Russian Tanks Have Crude Mine-Defenses. They Don’t Work Against The Latest American Mines.,
2023-02-28,unknown,Donald Trump on ‘Horror Show’ Ukraine War: I’d Strike Peace Deal ‘Within 24 Hours’,
2023-02-28,unknown,Update from Ukraine | Close call in Bakhmut for Ukraine | Generals sent back up,
2023-02-28,rt,Estonian towns ‘reluctant’ to host destroyed Russian tank exhibition – media,
2023-02-28,unknown,Politics And Propaganda: Why Putin Won’t Pull Out Of Ukraine,
2023-03-01,unknown,Ukraine clings to Bakhmut; US readies $400 million in new military aid,
2023-03-01,google-news,Ukraine clings to Bakhmut; US readies $400 million in new military aid - Reuters,
2023-03-01,unknown,Blinken face-to-face with Russian counterpart for first time since invasion of Ukraine,
2023-03-01,unknown,News Wrap: Battle for Bakhmut rages on in streets of ruined Ukrainian city,
2023-03-01,unknown,"Russian Offensive Campaign Assessment, March 1, 2023 (Institute for the Study of War)",
2023-03-01,bbc-news,Putin accuses Ukraine of border 'terrorist act',
2023-03-01,abc-news-au,"Penny Wong meets Chinese foreign minister, urges Beijing to help end Ukraine war",
2023-03-01,unknown,U.S. hosts war games for Ukraine ahead of next phase of Russia conflict,
2023-03-01,unknown,We Hope To Work Closely With India To End Russian Aggression: US,
2023-03-01,unknown,"Biden, Scholz To Focus On Ukraine War, Touch On China Concerns In Friday Meeting",
2023-03-01,google-news,U.S. hosts war games for Ukraine ahead of next phase of Russia ... - Reuters,
2023-03-01,cnn,2 Americans arrested for allegedly sending aviation technology to Russia,
2023-03-01,unknown,"Biden, Scholz to focus on Ukraine war, touch on China concerns in Friday meeting",
2023-03-01,unknown,"US, Russia hold highest-level talk since Ukraine invasion",
2023-03-01,google-news,Ukraine Soldier Reveals Horror in Bakhmut as Russian Victory Feared - The Daily Beast,
2023-03-01,unknown,No Consensus on War in Ukraine Among G20 Foreign Ministers,
2023-03-01,unknown,Why Western Tanks May Be Wasted,
2023-03-01,unknown,"Renowned Ukrainian conductor reflects on war, life as a refugee",
2023-03-01,fox-news,Two Americans arrested for reportedly sending aviation technology to Russia: official,
2023-03-01,google-news,Bakhmut on the brink as Ukraine signals retreat - The Hill,
2023-03-01,unknown,"Blinken, Lavrov Meet Briefly as US-Russia Tensions Soar",
2023-03-01,unknown,Major Russian Victory Feared as Soldier Returns With Grim Message,
2023-03-01,unknown,"War, anger cloud Ukrainian athletes' path to Paris Olympics",
2023-03-01,google-news,Ukraine war live updates: Latest news on Russia and the war in Ukraine - CNBC,
2023-03-01,unknown,Lockheed Martin Profits More From War Than Any Other Company on Earth,
2023-03-01,unknown,Watch: Candace Owens wishes she could 'punch Volodymyr Zelenskyy in the face',
2023-03-01,cnn,Opinion: How Putin's nemesis finds humor even in the darkness,
2023-03-01,unknown,Leave Russia? A year later many companies can’t -- or won’t,
2023-03-01,unknown,"For the Overextended Russian Army, Winning In Bakhmut Could Mean Losing Later",
2023-03-01,google-news,"For the Overextended Russian Army, Winning In Bakhmut Could Mean Losing Later - Forbes",
2023-03-01,unknown,The role of cyber weapons in Russia's war on Ukraine,
2023-03-01,google-news,Russia-Ukraine War: Live Updates - The New York Times,
2023-03-01,unknown,US to announce new military aid package for Ukraine on Friday: Officials,
2023-03-01,rt,Russia reveals position on Istanbul grain deal,
2023-03-02,unknown,"Biden Confident of Transatlantic Unity on Ukraine, Aide Says",
2023-03-02,unknown,Another $400 Million in Military Aid for Ukraine,
2023-03-02,unknown,"'Very Important Year': Biden, Scholz Recommit to Ukraine Aid Despite Growing Public Concern",
2023-03-02,unknown,"Biden, Scholz vow to punish Russia for war in Ukraine",
2023-03-02,unknown,From prison to the frontlines: Thousands of Russian convicts sent to fight in Ukraine,
2023-03-02,unknown,"The BTR-50P Was The Soviet Army’s Main Fighting Vehicle ... In 1954. Now It’s Back, Replacing Russian Losses In Ukraine.",
2023-03-02,unknown,"Biden, Scholz huddle on Ukraine war at White House",
2023-03-02,unknown,"Readers Write: War in Ukraine, China's threat, school safety, U.S. House",
2023-03-02,unknown,"Biden and Scholz: US, Germany in 'lockstep' on Ukraine war",
2023-03-02,unknown,Attorney General Merrick Garland attends war crimes conference in Ukraine,
2023-03-02,abc-news-au,Crowd laughs as Russia's foreign minister claims Ukraine war 'was launched against us',
2023-03-02,google-news,Russia's war in Ukraine: Live updates - CNN,
2023-03-02,unknown,Zelenskyy wasn’t talking about Ukraine war when he said U.S. would send ‘sons and daughters’,
2023-03-02,unknown,Blinken Unveils $400 Million More In Arms With Ukraine Against The Ropes In Bakhmut,
2023-03-02,google-news,Biden thanks Scholz for 'profound' German support on Ukraine - DW (English),
2023-03-02,unknown,Attorney General Merrick Garland makes surprise trip to Ukraine,
2023-03-02,unknown,The U.S. attorney general meets with Zelensky during a surprise visit to Ukraine. (Glenn Thrush/New York Times),
2023-03-02,unknown,Biden thanks Scholz for 'profound' German support on Ukraine,
2023-03-02,breitbart-news,Report: Hunter Biden Linked to Chinese Military Company Now Aiding Russia,
2023-03-02,google-news,"At White House, Biden and Scholz Pledge Unity on Ukraine - The New York Times",
2023-03-02,unknown,U.S. intel on China considering lethal aid for Putin's war was gleaned from Russian officials - NBC News,
2023-03-02,unknown,US Announces Additional $400 Million Military Package to Ukraine,
2023-03-02,unknown,Top Russian Diplomat Laughed and Jeered at While Spewing Kremlin BS at International Conference,
2023-03-02,google-news,"Attorney General Merrick B. Garland Delivers Remarks in Lviv, Ukraine - Department of Justice",
2023-03-02,unknown,Wagner chief urges Ukraine’s Zelenskyy to abandon Bakhmut - Al Jazeera English,
2023-03-02,unknown,"‘It becomes part of your life’: Ukrainians experience grief, resolve as Russian invasion enters second year",
2023-03-02,unknown,What a front line rock gig tells us about Ukraine society,
2023-03-02,unknown,Russia’s Wagner private army close to encircling Bakhmut after months of fighting with Ukrainian forces,
2023-03-02,unknown,Armored Bridges To Ukraine: Last Pieces For A Counter-Attack Coming Into Place,
2023-03-02,unknown,"US to supply Ukraine with $400m military aid, including armoured vehicles that launch bridges",
2023-03-02,unknown,Ukraine prepares for an ongoing defense on its border with Belarus,
2023-03-02,google-news,"Merrick Garland visits Ukraine, vows to pursue Russian war criminals - USA TODAY",
2023-03-02,google-news,Alleged 'terrorist' attack in West Russia fuels hard-line pressure on Putin - The Washington Post,
2023-03-02,unknown,Russian oligarch warns his country could be broke by 2024,
2023-03-02,unknown,Audience Laughs At Russia's Lavrov As He Claimed 'War Was Launched Against Us',
2023-03-02,rt,Top US prosecutor makes surprise Ukraine visit,
2023-03-02,unknown,Ukraine evacuating a city more crucial than Bakhmut,
2023-03-02,unknown,Russian diplomat Lavrov provokes laughter with claim his country is victim in Ukraine war,
2023-03-02,unknown,"Crowd erupts in laughter at Russia's top diplomat, Sergey Lavrov, after he claimed the Ukraine war 'was launched against us'",
2023-03-03,unknown,‘I’m Not Going To Tell You That’: Trump Refuses To Lay Out Russia-Ukraine Peace Plan Until He’s President,
2023-03-03,unknown,"As Putin's war rages on, Russians wait it out in Bali, Phuket",
2023-03-03,unknown,"EU, US team up with Ukraine to prosecute Russian war crimes",
2023-03-03,google-news,Desperate Russian Forces Are Sticking 80-Year-Old Naval Guns On 70-Year-Old Armored Tractors - Forbes,
2023-03-03,unknown,Desperate Russian Forces Are Adding 80-Year-Old Naval Guns To 70-Year-Old Armored Tractors,
2023-03-03,unknown,Update from Ukraine | Ruzzian army Failed its major attack | They never learn,
2023-03-03,unknown,"Saturday, March 4. Russia’s War On Ukraine: Daily News And Information From Ukraine",
2023-03-03,unknown,Moment Sergei Lavrov Is Laughed At After Claiming Ukraine Ignited War—Video,
2023-03-03,unknown,Civilians flee embattled town as Ukrainian pullout looms,
2023-03-03,google-news,"Russia-Ukraine Latest News: March 4, 2023 - Bloomberg",
2023-03-03,bbc-news,Russia presses advantage in Bakhmut,
2023-03-03,abc-news-au,Macron says no 'double standards' between Ukraine and Africa as Congo leader urges France to back sanctions against Rwanda,
2023-03-03,unknown,"Czech President-Elect to Visit Neighboring States, Kiev After Inauguration",
2023-03-03,unknown,"With Ukraine under pressure in Bakhmut, fight becomes a battle over roads",
2023-03-03,unknown,Massachusetts charity helps save thousands of animals in need in war-torn Ukraine,
2023-03-03,unknown,More Ex-British Challenger 2 Tanks Are Bound For Ukraine As London Doubles Its Pledge,
2023-03-03,nbc-news,"Two Ukrainian pilots are in the U.S. for training assessment on attack aircrafts, including F-16s",
2023-03-03,unknown,Russian minister's claim Ukraine war 'launched against us' met with laughter (Hayden Vernon/The Guardian),
2023-03-03,unknown,Russian minister visits troops,
2023-03-03,unknown,Bakhmut battle over roads,
2023-03-03,unknown,'Price of holding Bakhmut is supreme',
2023-03-03,newsweek,"China's Xi Jinping Is 'Getting Ready for War,' Russian Analyst Says",
2023-03-03,unknown,Ukrainian troops under pressure as Russia moves to surround Bakhmut - POLITICO Europe,
2023-03-03,unknown,Civilians flee embattled Ukrainian town of Bakhmut,
2023-03-03,unknown,Civilians flee Bakhmut as possible Ukrainian troop withdrawal looms,
2023-03-03,google-news,Battle for Bakhmut: Pressure mounts on Ukrainian troops as Russia closes in - Global News,
2023-03-03,unknown,Russians use new 1.5 ton gliding bombs against Ukraine,
2023-03-03,unknown,Ukrainians flee ‘hell on earth’ as Russian forces move to take Bakhmut,
2023-03-03,google-news,Canada’s defence chief makes first trip to Ukraine since Russian invasion - Global News,
2023-03-03,unknown,"Rep. Greene To Zelensky: ""Leave Your Hands Off Of Our Sons & Daughters""",
2023-03-03,unknown,Former Russian Commander Floats 'Civil War' as He Slams Putin's Forces,
2023-03-04,unknown,Mayor: 'Hundreds' of Russian soldiers may have been killed in Ukrainian strike on occupied Melitopol,
2023-03-04,unknown,US Begins 'Training Assessment' For Ukrainian Pilots On F-16s,
2023-03-04,unknown,German Chancellor Scholz warns of 'consequences' if China sends arms to Russia,
2023-03-04,unknown,"Party of Estonian PM, strong Ukraine backer, set for big win",
2023-03-04,unknown,"THE FALL OF BAKHMUT, A PRELUDE TO THE FALL OF UKRAINE?",
2023-03-04,unknown,They’re exporting billions in arms. Just not to Ukraine.,
2023-03-04,unknown,Kostyuk dedicates first title to those 'fighting and dying' in Ukraine,
2023-03-04,google-news,Kostyuk dedicates first title to those 'fighting and dying' in Ukraine - Reuters,
2023-03-04,unknown,"Sunday, March 5. Russia’s War On Ukraine: Daily News And Information From Ukraine",
2023-03-04,unknown,Germany's Scholz Warns of 'Consequences' if China Sends Arms to Russia,
2023-03-04,unknown,Russia’s Wagner Troops Exhaust Ukrainian Forces in Bakhmut,
2023-03-04,unknown,"Zelensky Pays Tribute To Soldiers Fighting ""Painful"" Battle In Donbas",
2023-03-04,espn,"Kostyuk wins 1st title, dedicates it to Ukraine",
2023-03-04,unknown,"Associated Press: In Ukraine, battle for Bakhmut rages as Russia seeks rare victory",
2023-03-04,unknown,"The war in Ukraine has shown the value of tanks, but militaries are now looking to stock up on slimmed-down versions of them",
2023-03-04,unknown,Ukraine’s Kostyuk beats Russia’s Gracheva for 1st WTA title,
2023-03-04,unknown,Don't Forget the Private Sorrows of Ukraine,
2023-03-04,business-insider,"The war in Ukraine has shown the value of tanks, but militaries are now looking to stock up on slimmed-down versions of them",
2023-03-04,unknown,Update from Ukraine | Bakhmut Holds | Can Ukraine Counterattack?,
2023-03-04,unknown,Russian shelling hits Ukrainian town; Bakhmut battle rages - The Associated Press - en Español,
2023-03-04,unknown,Russian shelling hits Ukrainian town; Bakhmut battle rages,
2023-03-04,cbc-news,A Ukranian artist's career was at a peak. Then the bombs dropped. Moving to N.L. got her life back on track,
2023-03-04,unknown,WATCH: Fox News’ Benjamin Hall Releases Touching Montage of His Recovery From Ukraine Bomb Blast,
2023-03-04,rt,Ukraine rolls out system to auto-block ‘malicious’ websites,
2023-03-04,unknown,"Duma deputy Kartapolov, who co-authored a bill criminalizing “discrediting” volunteers in Russian forces, dismisses concerns about neo-Nazis in volunteer ranks",
2023-03-04,google-news,Fight for Bakhmut continues as Russian forces call for more support - The Guardian,
2023-03-04,unknown,"Zelenskiy Says Donbas Fighting 'Painful, Challenging' As Bakhmut Defenders Struggle To Hold On - Radio Free Europe / Radio Liberty",
2023-03-04,unknown,Associated Press: Germany’s Scholz warns of ‘consequences’ if China sends arms to Russia,
2023-03-04,google-news,"China boosting defense budget to $224B over Taiwan strife, Russia, Ukraine war - New York Post",
2023-03-04,unknown,Ukraine Russia war live updates: Ukraine aids those fleeing Bakhmut - USA TODAY,
2023-03-04,unknown,"War, anger cloud Ukrainian athletes' path to Paris Olympics",
2023-03-04,unknown,"US Attorney General visits Ukraine, talks of ‘historic agreement’",
2023-03-04,unknown,Germany’s Scholz says China ‘declared it will not deliver’ weapons to Russia,
2023-03-04,unknown,The Russian Ministry of Internal Affairs puts former FSB border guard and alleged participant in attacks on the Bryansk region on wanted list,
2023-03-04,unknown,Russian forces attack Ukraine residents fleeing ‘almost destroyed’ Bakhmut,
2023-03-04,google-news,Russian forces attack Ukraine residents fleeing 'almost destroyed' Bakhmut - New York Post,
2023-03-04,unknown,Russian Troops are Using 19th Century Shovels to Fight in Ukraine,
2023-03-04,unknown,"Russian reservists fought with shovels during assault on Ukrainian stronghold, says UK Ministry of Defence",
2023-03-05,bbc-news,Ukraine to strengthen positions in embattled Bakhmut,
2023-03-05,unknown,The T-80B Was A Great Tank—In 1978. Now It’s The Latest Obsolete Vehicle To Join The Russian War Effort.,
2023-03-05,unknown,Czech inflatable weapon decoys a hit as Ukraine war rages,
2023-03-05,unknown,Ukraine launches probe into shooting of man it says was prisoner of war,
2023-03-05,unknown,Wagner official barred from Russia military HQ as feud escalates,
2023-03-05,newsweek,Wagner Official Barred From Russia Military HQ as Feud Escalates,
2023-03-05,google-news,China has a fateful choice to make on Ukraine - The Australian Financial Review,
2023-03-05,unknown,Russia May Be Wasting Tons Of Munitions Blowing Up Inflatable Decoys In Ukraine,
2023-03-05,unknown,Ukraine Vows Not To Give Up On Bakhmut Amid Constant Russian Attacks,
2023-03-05,unknown,‘All Quiet on the Western Front’ Producer Sees Parallels With Young Russian Conscripts Sent to Ukraine as ‘Cannon Fodder’,
2023-03-05,unknown,"Falling Oil Revenues, Soaring War Costs Squeeze Russia’s Finances",
2023-03-05,unknown,CERAWEEK-U.S. energy envoy Hochstein says Russian oil price caps working,
